StatNam;StatNr;praef;Fangradius;DEN;WTC;n1;n2;Erfassungsquote;Anfang;Ende;Dauer;Leq
Rodgau;205;1000;3000;E;H;117;197;59%;2023-05-01T07:00:44Z;2023-07-31T23:22:56Z;1339200;37.8536241868862s
Rodgau;205;1000;3000;E;L;1;4;25%;2023-05-01T07:00:44Z;2023-07-31T23:22:56Z;1339200;16.5415455935082s
Rodgau;205;1000;3000;E;M;97;461;21%;2023-05-01T07:00:44Z;2023-07-31T23:22:56Z;1339200;31.7802746949335s
Rodgau;205;1000;3000;E;NA;6;25;24%;2023-05-01T07:00:44Z;2023-07-31T23:22:56Z;1339200;22.4054611369879s
Rodgau;205;1000;3000;N;H;126;394;32%;2023-05-01T07:00:44Z;2023-07-31T23:22:56Z;2678400;34.8932072964916s
Rodgau;205;1000;3000;N;L;0;17;0%;2023-05-01T07:00:44Z;2023-07-31T23:22:56Z;2678400;-Infs (~-Inf years)
Rodgau;205;1000;3000;N;M;181;1294;14%;2023-05-01T07:00:44Z;2023-07-31T23:22:56Z;2678400;32.811938157269s
Rodgau;205;1000;3000;N;NA;13;63;21%;2023-05-01T07:00:44Z;2023-07-31T23:22:56Z;2678400;24.0515692501739s
Rodgau;205;1000;3500;D;H;295;450;66%;2023-05-01T07:00:44Z;2023-07-31T23:22:56Z;4017600;36.4005545715289s
Rodgau;205;1000;3500;D;L;1;10;10%;2023-05-01T07:00:44Z;2023-07-31T23:22:56Z;4017600;3.76033304631152s
Rodgau;205;1000;3500;D;M;334;1377;24%;2023-05-01T07:00:44Z;2023-07-31T23:22:56Z;4017600;31.6084724461851s
Rodgau;205;1000;3500;D;NA;17;25;68%;2023-05-01T07:00:44Z;2023-07-31T23:22:56Z;4017600;22.9974163950943s
Rodgau;205;1000;3500;E;H;117;200;58%;2023-05-01T07:00:44Z;2023-07-31T23:22:56Z;1339200;37.8536241868862s
Rodgau;205;1000;3500;E;L;1;5;20%;2023-05-01T07:00:44Z;2023-07-31T23:22:56Z;1339200;16.5415455935082s
Rodgau;205;1000;3500;E;M;98;468;21%;2023-05-01T07:00:44Z;2023-07-31T23:22:56Z;1339200;31.7947021532603s
Rodgau;205;1000;3500;E;NA;6;25;24%;2023-05-01T07:00:44Z;2023-07-31T23:22:56Z;1339200;22.4054611369879s
Rodgau;205;1000;3500;N;H;126;402;31%;2023-05-01T07:00:44Z;2023-07-31T23:22:56Z;2678400;34.8932072964916s
Rodgau;205;1000;3500;N;L;0;18;0%;2023-05-01T07:00:44Z;2023-07-31T23:22:56Z;2678400;-Infs (~-Inf years)
Rodgau;205;1000;3500;N;M;181;1327;14%;2023-05-01T07:00:44Z;2023-07-31T23:22:56Z;2678400;32.811938157269s
Rodgau;205;1000;3500;N;NA;13;66;20%;2023-05-01T07:00:44Z;2023-07-31T23:22:56Z;2678400;24.0515692501739s
Rodgau;205;1000;4000;D;H;295;458;64%;2023-05-01T07:00:44Z;2023-07-31T23:22:56Z;4017600;36.4005545715289s
Rodgau;205;1000;4000;D;L;1;10;10%;2023-05-01T07:00:44Z;2023-07-31T23:22:56Z;4017600;3.76033304631152s
Rodgau;205;1000;4000;D;M;336;1415;24%;2023-05-01T07:00:44Z;2023-07-31T23:22:56Z;4017600;31.6952426268823s
Rodgau;205;1000;4000;D;NA;18;26;69%;2023-05-01T07:00:44Z;2023-07-31T23:22:56Z;4017600;23.0547233691043s
Rodgau;205;1000;4000;E;H;117;204;57%;2023-05-01T07:00:44Z;2023-07-31T23:22:56Z;1339200;37.8536241868862s
Rodgau;205;1000;4000;E;L;1;5;20%;2023-05-01T07:00:44Z;2023-07-31T23:22:56Z;1339200;16.5415455935082s
Rodgau;205;1000;4000;E;M;99;481;21%;2023-05-01T07:00:44Z;2023-07-31T23:22:56Z;1339200;31.826902285403s
Rodgau;205;1000;4000;E;NA;6;25;24%;2023-05-01T07:00:44Z;2023-07-31T23:22:56Z;1339200;22.4054611369879s
Rodgau;205;1000;4000;N;H;126;435;29%;2023-05-01T07:00:44Z;2023-07-31T23:22:56Z;2678400;34.8932072964916s
Rodgau;205;1000;4000;N;L;0;21;0%;2023-05-01T07:00:44Z;2023-07-31T23:22:56Z;2678400;-Infs (~-Inf years)
Rodgau;205;1000;4000;N;M;181;1461;12%;2023-05-01T07:00:44Z;2023-07-31T23:22:56Z;2678400;32.811938157269s
Rodgau;205;1000;4000;N;NA;13;66;20%;2023-05-01T07:00:44Z;2023-07-31T23:22:56Z;2678400;24.0515692501739s
Wiesbaden/Erbenheim;218;1500;500;D;H;79;95;83%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;4017600;32.0124009487667s
Wiesbaden/Erbenheim;218;1500;500;D;L;0;1;0%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;4017600;-Infs (~-Inf years)
Wiesbaden/Erbenheim;218;1500;500;D;M;13;49;27%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;4017600;14.2352541155581s
Wiesbaden/Erbenheim;218;1500;500;E;H;32;37;86%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;1339200;33.6183283951613s
Wiesbaden/Erbenheim;218;1500;500;E;M;10;21;48%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;1339200;22.1872687810081s
Wiesbaden/Erbenheim;218;1500;500;N;H;48;67;72%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;2678400;31.767142172519s
Wiesbaden/Erbenheim;218;1500;500;N;L;0;1;0%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;2678400;-Infs (~-Inf years)
Wiesbaden/Erbenheim;218;1500;500;N;M;9;88;10%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;2678400;18.9610487843463s
Wiesbaden/Erbenheim;218;1500;1000;D;H;156;213;73%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;4017600;35.2176447895541s
Wiesbaden/Erbenheim;218;1500;1000;D;L;1;2;50%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;4017600;8.29033304631153s
Wiesbaden/Erbenheim;218;1500;1000;D;M;48;222;22%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;4017600;22.6829699202059s
Wiesbaden/Erbenheim;218;1500;1000;D;NA;0;1;0%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;4017600;-Infs (~-Inf years)
Wiesbaden/Erbenheim;218;1500;1000;E;H;60;71;85%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;1339200;35.9855883653987s
Wiesbaden/Erbenheim;218;1500;1000;E;L;1;1;100%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;1339200;6.11154559350815s
Wiesbaden/Erbenheim;218;1500;1000;E;M;40;92;43%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;1339200;26.0121467349492s
Wiesbaden/Erbenheim;218;1500;1000;E;NA;1;1;100%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;1339200;10.3515455935082s
Wiesbaden/Erbenheim;218;1500;1000;N;H;91;139;65%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;2678400;34.7540331925685s
Wiesbaden/Erbenheim;218;1500;1000;N;L;0;2;0%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;2678400;-Infs (~-Inf years)
Wiesbaden/Erbenheim;218;1500;1000;N;M;27;292;9%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;2678400;23.5007000751187s
Wiesbaden/Erbenheim;218;1500;1000;N;NA;0;1;0%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;2678400;-Infs (~-Inf years)
Wiesbaden/Erbenheim;218;1500;1500;D;H;272;380;72%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;4017600;37.1101790460146s
Wiesbaden/Erbenheim;218;1500;1500;D;L;2;4;50%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;4017600;9.40661830910159s
Wiesbaden/Erbenheim;218;1500;1500;D;M;114;496;23%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;4017600;26.8960985044705s
Wiesbaden/Erbenheim;218;1500;1500;D;NA;2;9;22%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;4017600;7.94027732553711s
Wiesbaden/Erbenheim;218;1500;1500;E;H;77;94;82%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;1339200;36.5086447552613s
Wiesbaden/Erbenheim;218;1500;1500;E;L;1;1;100%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;1339200;6.11154559350815s
Wiesbaden/Erbenheim;218;1500;1500;E;M;65;194;34%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;1339200;27.5391902948087s
Wiesbaden/Erbenheim;218;1500;1500;E;NA;2;3;67%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;1339200;13.879429634924s
Wiesbaden/Erbenheim;218;1500;1500;N;H;140;240;58%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;2678400;36.42541236623s
Wiesbaden/Erbenheim;218;1500;1500;N;L;0;2;0%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;2678400;-Infs (~-Inf years)
Wiesbaden/Erbenheim;218;1500;1500;N;M;46;610;8%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;2678400;26.9140507358314s
Wiesbaden/Erbenheim;218;1500;1500;N;NA;0;10;0%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;2678400;-Infs (~-Inf years)
Wiesbaden/Erbenheim;218;1500;2000;D;H;309;454;68%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;4017600;37.4573737214644s
Wiesbaden/Erbenheim;218;1500;2000;D;L;3;8;38%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;4017600;10.4791850004286s
Wiesbaden/Erbenheim;218;1500;2000;D;M;166;711;23%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;4017600;27.9521089820348s
Wiesbaden/Erbenheim;218;1500;2000;D;NA;5;26;19%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;4017600;14.1178433110998s
Wiesbaden/Erbenheim;218;1500;2000;E;H;86;112;77%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;1339200;36.9475151969769s
Wiesbaden/Erbenheim;218;1500;2000;E;L;1;2;50%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;1339200;6.11154559350815s
Wiesbaden/Erbenheim;218;1500;2000;E;M;94;273;34%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;1339200;28.728253945172s
Wiesbaden/Erbenheim;218;1500;2000;E;NA;2;4;50%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;1339200;13.879429634924s
Wiesbaden/Erbenheim;218;1500;2000;N;H;143;297;48%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;2678400;36.4728435596646s
Wiesbaden/Erbenheim;218;1500;2000;N;L;0;7;0%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;2678400;-Infs (~-Inf years)
Wiesbaden/Erbenheim;218;1500;2000;N;M;59;1146;5%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;2678400;27.4658807781308s
Wiesbaden/Erbenheim;218;1500;2000;N;NA;1;36;3%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;2678400;8.17124563686834s
Wiesbaden/Erbenheim;218;1500;2500;D;H;504;1232;41%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;4017600;38.3697903651107s
Wiesbaden/Erbenheim;218;1500;2500;D;L;8;20;40%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;4017600;13.2580675083009s
Wiesbaden/Erbenheim;218;1500;2500;D;M;544;2333;23%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;4017600;33.4232441821904s
Wiesbaden/Erbenheim;218;1500;2500;D;NA;12;54;22%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;4017600;16.7872132981071s
Wiesbaden/Erbenheim;218;1500;2500;E;H;160;329;49%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;1339200;37.6844814982565s
Wiesbaden/Erbenheim;218;1500;2500;E;L;2;8;25%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;1339200;14.9410184217607s
Wiesbaden/Erbenheim;218;1500;2500;E;M;249;852;29%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;1339200;34.6982584052779s
Wiesbaden/Erbenheim;218;1500;2500;E;NA;4;13;31%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;1339200;18.7592917396652s
Wiesbaden/Erbenheim;218;1500;2500;N;H;145;1307;11%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;2678400;36.47600660271s
Wiesbaden/Erbenheim;218;1500;2500;N;L;0;43;0%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;2678400;-Infs (~-Inf years)
Wiesbaden/Erbenheim;218;1500;2500;N;M;147;5449;3%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;2678400;31.6337905850151s
Wiesbaden/Erbenheim;218;1500;2500;N;NA;1;117;1%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;2678400;8.17124563686834s
Wiesbaden/Erbenheim;218;1500;3000;D;H;513;1257;41%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;4017600;38.4052434255935s
Wiesbaden/Erbenheim;218;1500;3000;D;L;8;20;40%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;4017600;13.2580675083009s
Wiesbaden/Erbenheim;218;1500;3000;D;M;552;2379;23%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;4017600;33.5566633141691s
Wiesbaden/Erbenheim;218;1500;3000;D;NA;12;58;21%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;4017600;16.7872132981071s
Wiesbaden/Erbenheim;218;1500;3000;E;H;164;335;49%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;1339200;37.7025918418645s
Wiesbaden/Erbenheim;218;1500;3000;E;L;2;8;25%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;1339200;14.9410184217607s
Wiesbaden/Erbenheim;218;1500;3000;E;M;249;862;29%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;1339200;34.6982584052779s
Wiesbaden/Erbenheim;218;1500;3000;E;NA;5;14;36%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;1339200;19.419359306903s
Wiesbaden/Erbenheim;218;1500;3000;N;H;145;1338;11%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;2678400;36.47600660271s
Wiesbaden/Erbenheim;218;1500;3000;N;L;0;43;0%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;2678400;-Infs (~-Inf years)
Wiesbaden/Erbenheim;218;1500;3000;N;M;149;5564;3%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;2678400;31.6827925113321s
Wiesbaden/Erbenheim;218;1500;3000;N;NA;1;124;1%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;2678400;8.17124563686834s
Wiesbaden/Erbenheim;218;1500;3500;D;H;520;1279;41%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;4017600;38.420270485296s
Wiesbaden/Erbenheim;218;1500;3500;D;L;8;20;40%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;4017600;13.2580675083009s
Wiesbaden/Erbenheim;218;1500;3500;D;M;562;2427;23%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;4017600;33.7485180363747s
Wiesbaden/Erbenheim;218;1500;3500;D;NA;12;59;20%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;4017600;16.7872132981071s
Wiesbaden/Erbenheim;218;1500;3500;E;H;165;337;49%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;1339200;37.7056085190851s
Wiesbaden/Erbenheim;218;1500;3500;E;L;2;8;25%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;1339200;14.9410184217607s
Wiesbaden/Erbenheim;218;1500;3500;E;M;253;875;29%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;1339200;34.7564426835881s
Wiesbaden/Erbenheim;218;1500;3500;E;NA;5;14;36%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;1339200;19.419359306903s
Wiesbaden/Erbenheim;218;1500;3500;N;H;145;1365;11%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;2678400;36.47600660271s
Wiesbaden/Erbenheim;218;1500;3500;N;L;0;46;0%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;2678400;-Infs (~-Inf years)
Wiesbaden/Erbenheim;218;1500;3500;N;M;152;5709;3%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;2678400;31.7007932243485s
Wiesbaden/Erbenheim;218;1500;3500;N;NA;1;127;1%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;2678400;8.17124563686834s
Wiesbaden/Erbenheim;218;1500;4000;D;H;528;1300;41%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;4017600;38.4519066811528s
Wiesbaden/Erbenheim;218;1500;4000;D;L;9;21;43%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;4017600;13.4319625116387s
Wiesbaden/Erbenheim;218;1500;4000;D;M;576;2486;23%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;4017600;33.9729277980063s
Wiesbaden/Erbenheim;218;1500;4000;D;NA;12;60;20%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;4017600;16.7872132981071s
Wiesbaden/Erbenheim;218;1500;4000;E;H;166;340;49%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;1339200;37.7171643213136s
Wiesbaden/Erbenheim;218;1500;4000;E;L;2;8;25%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;1339200;14.9410184217607s
Wiesbaden/Erbenheim;218;1500;4000;E;M;262;905;29%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;1339200;35.2190434696106s
Wiesbaden/Erbenheim;218;1500;4000;E;NA;5;14;36%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;1339200;19.419359306903s
Wiesbaden/Erbenheim;218;1500;4000;N;H;146;1399;10%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;2678400;36.4794432611461s
Wiesbaden/Erbenheim;218;1500;4000;N;L;0;48;0%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;2678400;-Infs (~-Inf years)
Wiesbaden/Erbenheim;218;1500;4000;N;M;157;5846;3%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;2678400;31.8750200963572s
Wiesbaden/Erbenheim;218;1500;4000;N;NA;1;133;1%;2023-05-01T06:28:29Z;2023-07-31T22:55:08Z;2678400;8.17124563686834s
Mainz/Universitätsmedizin;228;1500;500;D;H;0;4;0%;2023-05-01T05:02:14Z;2023-07-31T22:12:02Z;4017600;-Infs (~-Inf years)
Mainz/Universitätsmedizin;228;1500;500;D;L;1;1;100%;2023-05-01T05:02:14Z;2023-07-31T22:12:02Z;4017600;6.33033304631153s
Mainz/Universitätsmedizin;228;1500;500;D;M;0;7;0%;2023-05-01T05:02:14Z;2023-07-31T22:12:02Z;4017600;-Infs (~-Inf years)
Mainz/Universitätsmedizin;228;1500;500;D;NA;1;1;100%;2023-05-01T05:02:14Z;2023-07-31T22:12:02Z;4017600;13.5603330463115s
Mainz/Universitätsmedizin;228;1500;500;E;H;1;3;33%;2023-05-01T05:02:14Z;2023-07-31T22:12:02Z;1339200;16.2515455935082s
Mainz/Universitätsmedizin;228;1500;500;E;M;0;5;0%;2023-05-01T05:02:14Z;2023-07-31T22:12:02Z;1339200;-Infs (~-Inf years)
Mainz/Universitätsmedizin;228;1500;500;N;H;0;7;0%;2023-05-01T05:02:14Z;2023-07-31T22:12:02Z;2678400;-Infs (~-Inf years)
Mainz/Universitätsmedizin;228;1500;500;N;L;0;1;0%;2023-05-01T05:02:14Z;2023-07-31T22:12:02Z;2678400;-Infs (~-Inf years)
Mainz/Universitätsmedizin;228;1500;500;N;M;0;31;0%;2023-05-01T05:02:14Z;2023-07-31T22:12:02Z;2678400;-Infs (~-Inf years)
Mainz/Universitätsmedizin;228;1500;1000;D;H;0;6;0%;2023-05-01T05:02:14Z;2023-07-31T22:12:02Z;4017600;-Infs (~-Inf years)
Mainz/Universitätsmedizin;228;1500;1000;D;L;1;1;100%;2023-05-01T05:02:14Z;2023-07-31T22:12:02Z;4017600;6.33033304631153s
Mainz/Universitätsmedizin;228;1500;1000;D;M;4;32;12%;2023-05-01T05:02:14Z;2023-07-31T22:12:02Z;4017600;16.7872441282739s
Mainz/Universitätsmedizin;228;1500;1000;D;NA;1;1;100%;2023-05-01T05:02:14Z;2023-07-31T22:12:02Z;4017600;13.5603330463115s
Mainz/Universitätsmedizin;228;1500;1000;E;H;3;6;50%;2023-05-01T05:02:14Z;2023-07-31T22:12:02Z;1339200;20.4694111738295s
Mainz/Universitätsmedizin;228;1500;1000;E;M;0;12;0%;2023-05-01T05:02:14Z;2023-07-31T22:12:02Z;1339200;-Infs (~-Inf years)
Mainz/Universitätsmedizin;228;1500;1000;N;H;0;12;0%;2023-05-01T05:02:14Z;2023-07-31T22:12:02Z;2678400;-Infs (~-Inf years)
Mainz/Universitätsmedizin;228;1500;1000;N;L;0;3;0%;2023-05-01T05:02:14Z;2023-07-31T22:12:02Z;2678400;-Infs (~-Inf years)
Mainz/Universitätsmedizin;228;1500;1000;N;M;3;79;4%;2023-05-01T05:02:14Z;2023-07-31T22:12:02Z;2678400;13.8647248937288s
Mainz/Universitätsmedizin;228;1500;1000;N;NA;0;1;0%;2023-05-01T05:02:14Z;2023-07-31T22:12:02Z;2678400;-Infs (~-Inf years)
Mainz/Universitätsmedizin;228;1500;1500;D;H;368;623;59%;2023-05-01T05:02:14Z;2023-07-31T22:12:02Z;4017600;37.8632823745605s
Mainz/Universitätsmedizin;228;1500;1500;D;L;1;2;50%;2023-05-01T05:02:14Z;2023-07-31T22:12:02Z;4017600;6.33033304631153s
Mainz/Universitätsmedizin;228;1500;1500;D;M;383;2098;18%;2023-05-01T05:02:14Z;2023-07-31T22:12:02Z;4017600;35.207786873475s
Mainz/Universitätsmedizin;228;1500;1500;D;NA;10;21;48%;2023-05-01T05:02:14Z;2023-07-31T22:12:02Z;4017600;23.1775591262897s
Mainz/Universitätsmedizin;228;1500;1500;E;H;58;107;54%;2023-05-01T05:02:14Z;2023-07-31T22:12:02Z;1339200;34.3864390443143s
Mainz/Universitätsmedizin;228;1500;1500;E;M;99;838;12%;2023-05-01T05:02:14Z;2023-07-31T22:12:02Z;1339200;34.9371247851534s
Mainz/Universitätsmedizin;228;1500;1500;N;H;19;726;3%;2023-05-01T05:02:14Z;2023-07-31T22:12:02Z;2678400;26.0482525395068s
